DO;PRODUIT; HT ; TAX ; TTC ;TYPE_VENTE;CHANNEL
Skikda;LTE;1 337 115,88; -   ;1 337 115,88;Ventes et Recharges LTE 4G;9
Skikda;Modem;37 588,23;7 141,77;44 730,00;Modem;9
Skikda;PSTN;18 948,51;3 600,29;22 548,80;Divers;9
Skikda;PSTN;101 903,41;19 361,96;121 265,38;Prestation de services PSTN;9
Skikda;VOIP;21 503,89;4 085,76;25 589,65;Prestation de services VOIP;9
Souk_Ahras;ADSL;844 550,00; -   ;844 550,00;Recharge ADSL;9
Souk_Ahras;ADSL;10 985 212,35; -   ;10 985 212,35;recharge via agence;Agence
Souk_Ahras;ADSL;1 936 776,60; -   ;1 936 776,60;Recharge via Carte Credit& Application;ATPOST
Souk_Ahras;ADSL;534 445,65; -   ;534 445,65;recharge via eSpace Client;eSpace Client
Souk_Ahras;ADSL;198; -   ;198;Rechargement et paiement factures via le canal PayShopDjeazy;PayShopDjeazy
Souk_Ahras;ADSL;297 029,40; -   ;297 029,40;Rechargement via espace Actel;ActelEspace
Souk_Ahras;ADSL;4 938 669,25;285;4 938 954,25;Ventes et recharges ADSL;9
Souk_Ahras;Divers;3 200,00;608;3 808,00;ventes accessoires;9
Souk_Ahras;DV;299 382,00; -   ;299 382,00;Divers;9
Souk_Ahras;FTTx;2 392,44;454,56;2 847,00;Prestation de services FTTX;9
Souk_Ahras;FTTx;4 640 450,15; -   ;4 640 450,15;recharge via agence;Agence
Souk_Ahras;FTTx;815 803,27; -   ;815 803,27;Recharge via Carte Credit& Application;ATPOST
Souk_Ahras;FTTx;297 400,65; -   ;297 400,65;recharge via eSpace Client;eSpace Client
Souk_Ahras;FTTx;49,5; -   ;49,5;Rechargement et paiement factures via le canal PayShopDjeazy;PayShopDjeazy
Souk_Ahras;FTTx;136 538,90; -   ;136 538,90;Rechargement via espace Actel;ActelEspace
Souk_Ahras;FTTx;515; -   ;515;Ventes et Recharges FTTX;9
Souk_Ahras;LTE;1 997,86;379,6;2 377,47;Prestation de services LTE 4G;9
Souk_Ahras;LTE;755 837,50; -   ;755 837,50;Recharge via Carte Credit& Application;ATPOST
Souk_Ahras;LTE;156 347,50; -   ;156 347,50;recharge via eSpace Client;eSpace Client
Souk_Ahras;LTE;581 472,50; -   ;581 472,50;Rechargement via espace Actel;ActelEspace
Souk_Ahras;LTE;2 121 887,25; -   ;2 121 887,25;Recharges 4G;9
Souk_Ahras;LTE;517 246,60; -   ;517 246,60;Ventes et Recharges LTE 4G;9
Souk_Ahras;Modem;7 031,51;1 335,99;8 367,50;Modem;9
Souk_Ahras;PSTN;17 102,80;3 249,60;20 352,40;Divers;9
Souk_Ahras;PSTN;34 843,45;6 620,35;41 463,80;Prestation de services PSTN;9
Souk_Ahras;VOIP;6 371,20;1 210,55;7 581,75;Prestation de services VOIP;9
Tamanrasset;ADSL;310 367,50; -   ;310 367,50;Recharge ADSL;9
Tamanrasset;ADSL;5 805 498,23; -   ;5 805 498,23;recharge via agence;Agence
Tamanrasset;ADSL;2 055 179,79; -   ;2 055 179,79;Recharge via Carte Credit& Application;ATPOST
Tamanrasset;ADSL;245 563,55; -   ;245 563,55;recharge via eSpace Client;eSpace Client
Tamanrasset;ADSL;75; -   ;75;Rechargement et paiement factures via le canal PayShopDjeazy;PayShopDjeazy
Tamanrasset;ADSL;30 501,05; -   ;30 501,05;Rechargement via espace Actel;ActelEspace
Tamanrasset;ADSL;618 018,00; -   ;618 018,00;Ventes et recharges ADSL;9
Tamanrasset;Divers;1 475,00;280,25;1 755,25;ventes accessoires;9
Tamanrasset;DV;126 969,00; -   ;126 969,00;Divers;9
Tamanrasset;FTTx;7 502,94;1 425,56;8 928,50;Prestation de services FTTX;9
Tamanrasset;FTTx;1 039 399,20; -   ;1 039 399,20;recharge via agence;Agence
Tamanrasset;FTTx;431 735,55; -   ;431 735,55;Recharge via Carte Credit& Application;ATPOST
Tamanrasset;FTTx;48 969,80; -   ;48 969,80;recharge via eSpace Client;eSpace Client
Tamanrasset;FTTx;4 421,05; -   ;4 421,05;Rechargement via espace Actel;ActelEspace
Tamanrasset;FTTx;1 460,00; -   ;1 460,00;Ventes et Recharges FTTX;9
Tamanrasset;LTE;708,12;134,55;842,67;Prestation de services LTE 4G;9
Tamanrasset;LTE;706 995,00; -   ;706 995,00;Recharge via Carte Credit& Application;ATPOST
Tamanrasset;LTE;88 277,50; -   ;88 277,50;recharge via eSpace Client;eSpace Client
Tamanrasset;LTE;100 775,00; -   ;100 775,00;Rechargement via espace Actel;ActelEspace
Tamanrasset;LTE;623 949,13; -   ;623 949,13;Recharges 4G;9
Tamanrasset;LTE;389 354,30; -   ;389 354,30;Ventes et Recharges LTE 4G;9
Tamanrasset;Modem;13 126,05;2 493,95;15 620,00;Modem;9
Tamanrasset;PSTN;6 355,69;1 205,71;7 561,40;Divers;9
Tamanrasset;PSTN;14 818,21;2 815,51;17 633,72;Prestation de services PSTN;9
Tamanrasset;VOIP;2 858,82;543,18;3 402,00;Prestation de services VOIP;9
Tebessa;ADSL;1 509 633,75; -   ;1 509 633,75;Recharge ADSL;9
Tebessa;ADSL;17 715 988,30; -   ;17 715 988,30;recharge via agence;Agence
Tebessa;ADSL;3 547 057,55; -   ;3 547 057,55;Recharge via Carte Credit& Application;ATPOST
Tebessa;ADSL;1 372 456,15; -   ;1 372 456,15;recharge via eSpace Client;eSpace Client
Tebessa;ADSL;1 471 521,25; -   ;1 471 521,25;Rechargement via espace Actel;ActelEspace
Tebessa;ADSL;6 912 917,38;57;6 912 974,38;Ventes et recharges ADSL;9
Tebessa;Divers;3 600,00;684;4 284,00;ventes accessoires;9
Tebessa;DV;466 335,00; -   ;466 335,00;Divers;9
Tebessa;FTTx;4 226,89;803,11;5 030,00;Prestation de services FTTX;9
Tebessa;FTTx;5 354 701,85; -   ;5 354 701,85;recharge via agence;Agence
Tebessa;FTTx;1 061 140,01; -   ;1 061 140,01;Recharge via Carte Credit& Application;ATPOST
Tebessa;FTTx;425 089,75; -   ;425 089,75;recharge via eSpace Client;eSpace Client
Tebessa;FTTx;556 692,70; -   ;556 692,70;Rechargement via espace Actel;ActelEspace
Tebessa;FTTx;215; -   ;215;Ventes et Recharges FTTX;9
Tebessa;LTE;534,19;101,5;635,68;Modem;9
Tebessa;LTE;2 785,04;529,18;3 314,22;Prestation de services LTE 4G;9
Tebessa;LTE;1 265 410,00; -   ;1 265 410,00;Recharge via Carte Credit& Application;ATPOST
Tebessa;LTE;297 840,00; -   ;297 840,00;recharge via eSpace Client;eSpace Client
Tebessa;LTE;649 470,00; -   ;649 470,00;Rechargement via espace Actel;ActelEspace
Tebessa;LTE;5 895 125,00; -   ;5 895 125,00;Recharges 4G;9
Tebessa;LTE;770 750,10; -   ;770 750,10;Ventes et Recharges LTE 4G;9
Tebessa;Modem;10 602,94;2 014,56;12 617,50;Modem;9
Tebessa;PSTN;33 999,89;6 458,21;40 458,10;Divers;9
Tebessa;PSTN;71 339,82;13 554,73;84 894,55;Prestation de services PSTN;9
Tebessa;VOIP;12 435,73;2 362,82;14 798,55;Prestation de services VOIP;9
Tiaret;ADSL;6 191 450,00; -   ;6 191 450,00;Recharge ADSL;9
Tiaret;ADSL;21 930 514,63; -   ;21 930 514,63;recharge via agence;Agence
Tiaret;ADSL;4 205 702,75; -   ;4 205 702,75;Recharge via Carte Credit& Application;ATPOST
Tiaret;ADSL;1 661 829,80; -   ;1 661 829,80;recharge via eSpace Client;eSpace Client
Tiaret;ADSL;135,4; -   ;135,4;Rechargement et paiement factures via le canal PayShopDjeazy;PayShopDjeazy
Tiaret;ADSL;504 153,40; -   ;504 153,40;Rechargement via espace Actel;ActelEspace
Tiaret;ADSL;5 653 009,38; -   ;5 653 009,38;Ventes et recharges ADSL;9
Tiaret;Divers;8 253,99;1 568,26;9 822,25;ventes accessoires;9
Tiaret;DV;294 980,00; -   ;294 980,00;Divers;9
Tiaret;FTTx;24 428,57;4 641,43;29 070,01;Modem;9
Tiaret;FTTx;9 857,77;1 872,98;11 730,75;Prestation de services FTTX;9
Tiaret;FTTx;184,87;35,13;220;Prestation de services FTTx;9
Tiaret;FTTx;7 224 964,91; -   ;7 224 964,91;recharge via agence;Agence
Tiaret;FTTx;1 659 964,00; -   ;1 659 964,00;Recharge via Carte Credit& Application;ATPOST
Tiaret;FTTx;651 609,50; -   ;651 609,50;recharge via eSpace Client;eSpace Client
Tiaret;FTTx;80,2; -   ;80,2;Rechargement et paiement factures via le canal PayShopDjeazy;PayShopDjeazy
Tiaret;FTTx;212 846,00; -   ;212 846,00;Rechargement via espace Actel;ActelEspace
Tiaret;FTTx;163 439,95; -   ;163 439,95;Ventes et Recharges FTTX;9
Tiaret;LTE;1 068,38;202,99;1 271,37;Modem;9
Tiaret;LTE;1 837,61;349,16;2 186,77;Prestation de services LTE 4G;9
Tiaret;LTE;1 401 187,50; -   ;1 401 187,50;Recharge via Carte Credit& Application;ATPOST
Tiaret;LTE;372 500,00; -   ;372 500,00;recharge via eSpace Client;eSpace Client
Tiaret;LTE;676 435,00; -   ;676 435,00;Rechargement via espace Actel;ActelEspace
Tiaret;LTE;6 276 796,00; -   ;6 276 796,00;Recharges 4G;9
Tiaret;LTE;1 236 767,65; -   ;1 236 767,65;Ventes et Recharges LTE 4G;9
Tiaret;Modem;846,64;160,86;1 007,50;Modem;9
Tiaret;PSTN;47 126,99;8 954,31;56 081,30;Divers;9
Tiaret;PSTN;78 962,97;15 002,94;93 965,90;Prestation de services PSTN;9
Tiaret;VOIP;32 016,30;6 083,20;38 099,50;Prestation de services VOIP;9
Timimoune;ADSL;939 002,85; -   ;939 002,85;recharge via agence;Agence
Timimoune;ADSL;274 700,72; -   ;274 700,72;Recharge via Carte Credit& Application;ATPOST
Timimoune;ADSL;64 896,65; -   ;64 896,65;recharge via eSpace Client;eSpace Client
Timimoune;ADSL;28 510,10; -   ;28 510,10;Rechargement via espace Actel;ActelEspace
Timimoune;ADSL;257 537,00;114;257 651,00;Ventes et recharges ADSL;9
Timimoune;Divers;4 759,87;904,38;5 664,25;ventes accessoires;9
Timimoune;DV;68 449,50; -   ;68 449,50;Divers;9
Timimoune;FTTx;19 336,13;3 673,87;23 010,00;Modem;9
Timimoune;FTTx;908,82;172,68;1 081,50;Prestation de services FTTX;9
Timimoune;FTTx;600;114;714;Prestation de services FTTx;9
Timimoune;FTTx;1 183 116,25; -   ;1 183 116,25;recharge via agence;Agence
Timimoune;FTTx;437 660,75; -   ;437 660,75;Recharge via Carte Credit& Application;ATPOST
Timimoune;FTTx;102 745,45; -   ;102 745,45;recharge via eSpace Client;eSpace Client
Timimoune;FTTx;32 944,70; -   ;32 944,70;Rechargement via espace Actel;ActelEspace
Timimoune;FTTx;13 465,00; -   ;13 465,00;Ventes et Recharges FTTX;9
Timimoune;LTE;1 092,31;207,54;1 299,85;Prestation de services LTE 4G;9
Timimoune;LTE;505 277,50; -   ;505 277,50;Recharge via Carte Credit& Application;ATPOST
Timimoune;LTE;138 092,50; -   ;138 092,50;recharge via eSpace Client;eSpace Client
Timimoune;LTE;130 785,00; -   ;130 785,00;Rechargement via espace Actel;ActelEspace
Timimoune;LTE;378 341,00; -   ;378 341,00;Recharges 4G;9
Timimoune;LTE;290 867,05; -   ;290 867,05;Ventes et Recharges LTE 4G;9
Timimoune;Modem;5 966,39;1 133,62;7 100,00;Modem;9
Timimoune;PSTN;3 821,42;726,08;4 547,50;Divers;9
Timimoune;PSTN;10 099,37;1 918,88;12 018,25;Prestation de services PSTN;9
Timimoune;VOIP;10 826,25;2 057,00;12 883,25;Prestation de services VOIP;9
Tindouf;ADSL;2 497 263,78; -   ;2 497 263,78;recharge via agence;Agence
Tindouf;ADSL;490 345,32; -   ;490 345,32;Recharge via Carte Credit& Application;ATPOST
Tindouf;ADSL;128 288,15; -   ;128 288,15;recharge via eSpace Client;eSpace Client
Tindouf;ADSL;13 543,85; -   ;13 543,85;Rechargement via espace Actel;ActelEspace
Tindouf;ADSL;425 359,00;228;425 587,00;Ventes et recharges ADSL;9
Tindouf;Divers;36 133,39;6 865,36;42 998,75;ventes accessoires;9
Tindouf;DV;22 263,00; -   ;22 263,00;Divers;9
Tindouf;FTTx;32 802,51;6 119,12;38 921,64;Modem;9
Tindouf;FTTx;5 294,96;1 006,04;6 301,00;Prestation de services FTTX;9
Tindouf;FTTx;1 800,00;342;2 142,00;Prestation de services FTTx;9
Tindouf;FTTx;2 610 464,35; -   ;2 610 464,35;recharge via agence;Agence
Tindouf;FTTx;512 169,53; -   ;512 169,53;Recharge via Carte Credit& Application;ATPOST
Tindouf;FTTx;128 659,85; -   ;128 659,85;recharge via eSpace Client;eSpace Client
Tindouf;FTTx;24 494,50; -   ;24 494,50;Rechargement via espace Actel;ActelEspace
Tindouf;FTTx;19 525,00; -   ;19 525,00;Ventes et Recharges FTTX;9
Tindouf;LTE;534,19;101,5;635,68;Modem;9
Tindouf;LTE;1 374,79;261,22;1 636,01;Prestation de services LTE 4G;9
Tindouf;LTE;481 285,00; -   ;481 285,00;Recharge via Carte Credit& Application;ATPOST
Tindouf;LTE;95 625,00; -   ;95 625,00;recharge via eSpace Client;eSpace Client
Tindouf;LTE;152 940,00; -   ;152 940,00;Rechargement via espace Actel;ActelEspace
Tindouf;LTE;667 070,00; -   ;667 070,00;Recharges 4G;9
Tindouf;LTE;455 480,60; -   ;455 480,60;Ventes et Recharges LTE 4G;9
Tindouf;Modem;9 401,26;1 786,24;11 187,50;Modem;9
Tindouf;PSTN;3 607,13;685,37;4 292,50;Divers;9
Tindouf;PSTN;20 635,51;3 863,74;24 499,25;Prestation de services PSTN;9
Tindouf;VOIP;33 318,52;6 330,55;39 649,07;Prestation de services VOIP;9
Tipaza;ADSL;6 787 465,00; -   ;6 787 465,00;Recharge ADSL;9
Tipaza;ADSL;24 196 098,37; -   ;24 196 098,37;recharge via agence;Agence
Tipaza;ADSL;5 565 813,45; -   ;5 565 813,45;Recharge via Carte Credit& Application;ATPOST
Tipaza;ADSL;2 335 643,60; -   ;2 335 643,60;recharge via eSpace Client;eSpace Client
Tipaza;ADSL;6 743,15; -   ;6 743,15;Rechargement et paiement factures via le canal PayShopDjeazy;PayShopDjeazy
Tipaza;ADSL;386 873,45; -   ;386 873,45;Rechargement via espace Actel;ActelEspace
Tipaza;ADSL;20 040 190,00;1 083,00;20 041 273,00;Ventes et recharges ADSL;9
Tipaza;Divers;1 900,00;361;2 261,00;ventes accessoires;9
Tipaza;DV;1 175 815,00; -   ;1 175 815,00;Divers;9
Tipaza;FTTx;58 386,54;11 093,46;69 480,00;Modem;9
Tipaza;FTTx;5 411,34;1 028,16;6 439,50;Prestation de services FTTX;9
Tipaza;FTTx;3 600,00;684;4 284,00;Prestation de services FTTx;9
Tipaza;FTTx;8 043 318,40; -   ;8 043 318,40;recharge via agence;Agence
Tipaza;FTTx;2 536 251,53; -   ;2 536 251,53;Recharge via Carte Credit& Application;ATPOST
Tipaza;FTTx;1 268 084,60; -   ;1 268 084,60;recharge via eSpace Client;eSpace Client
Tipaza;FTTx;3 683,90; -   ;3 683,90;Rechargement et paiement factures via le canal PayShopDjeazy;PayShopDjeazy
Tipaza;FTTx;180 326,85; -   ;180 326,85;Rechargement via espace Actel;ActelEspace
Tipaza;FTTx;194 150,00; -   ;194 150,00;Ventes et Recharges FTTX;9
Tipaza;LTE;1 585,90;301,33;1 887,23;Prestation de services LTE 4G;9
Tipaza;LTE;709 585,00; -   ;709 585,00;Recharge via Carte Credit& Application;ATPOST
Tipaza;LTE;235 345,00; -   ;235 345,00;recharge via eSpace Client;eSpace Client
Tipaza;LTE;459 720,00; -   ;459 720,00;Rechargement via espace Actel;ActelEspace
Tipaza;LTE;5 119 994,50; -   ;5 119 994,50;Recharges 4G;9
Tipaza;LTE;1 052 910,43; -   ;1 052 910,43;Ventes et Recharges LTE 4G;9
Tipaza;Modem;534,19;101,5;635,68;Divers;9
Tipaza;Modem;29 907,56;5 682,44;35 590,00;Modem;9
Tipaza;PSTN;28 482,76;5 411,84;33 894,60;Divers;9
Tipaza;PSTN;86 695,80;16 472,30;103 168,10;Prestation de services PSTN;9
Tipaza;VOIP;38 650,61;7 343,74;45 994,35;Prestation de services VOIP;9
Tissemsilt;ADSL;944 512,50; -   ;944 512,50;Recharge ADSL;9
Tissemsilt;ADSL;7 104 834,45; -   ;7 104 834,45;recharge via agence;Agence
Tissemsilt;ADSL;1 612 300,07; -   ;1 612 300,07;Recharge via Carte Credit& Application;ATPOST
Tissemsilt;ADSL;606 755,40; -   ;606 755,40;recharge via eSpace Client;eSpace Client
Tissemsilt;ADSL;264 508,95; -   ;264 508,95;Rechargement via espace Actel;ActelEspace
Tissemsilt;ADSL;2 223 733,25;456;2 224 189,25;Ventes et recharges ADSL;9
Tissemsilt;Divers;2 246,64;426,86;2 673,50;ventes accessoires;9
Tissemsilt;DV;229 147,50; -   ;229 147,50;Divers;9
Tissemsilt;FTTx;12 974,79;2 465,21;15 440,00;Modem;9
Tissemsilt;FTTx;898,95;170,8;1 069,75;Prestation de services FTTX;9
Tissemsilt;FTTx;92,44;17,56;110;Prestation de services FTTx;9
Tissemsilt;FTTx;1 956 803,40; -   ;1 956 803,40;recharge via agence;Agence
Tissemsilt;FTTx;477 474,02; -   ;477 474,02;Recharge via Carte Credit& Application;ATPOST
Tissemsilt;FTTx;218 363,95; -   ;218 363,95;recharge via eSpace Client;eSpace Client
Tissemsilt;FTTx;210,4; -   ;210,4;Rechargement et paiement factures via le canal PayShopDjeazy;PayShopDjeazy
Tissemsilt;FTTx;139 386,15; -   ;139 386,15;Rechargement via espace Actel;ActelEspace
Tissemsilt;FTTx;8 660,00; -   ;8 660,00;Ventes et Recharges FTTX;9
Tissemsilt;LTE;1 832,26;348,14;2 180,40;Prestation de services LTE 4G;9
Tissemsilt;LTE;735 015,00; -   ;735 015,00;Recharge via Carte Credit& Application;ATPOST
Tissemsilt;LTE;178 477,50; -   ;178 477,50;recharge via eSpace Client;eSpace Client
Tissemsilt;LTE;338 560,00; -   ;338 560,00;Rechargement via espace Actel;ActelEspace
Tissemsilt;LTE;1 343 434,00; -   ;1 343 434,00;Recharges 4G;9
Tissemsilt;LTE;283 450,90; -   ;283 450,90;Ventes et Recharges LTE 4G;9
Tissemsilt;PSTN;15 044,24;2 858,46;17 902,70;Divers;9
Tissemsilt;PSTN;38 909,12;7 392,83;46 301,95;Prestation de services PSTN;9
Tissemsilt;VOIP;20 761,29;3 944,71;24 706,00;Prestation de services VOIP;9
Tizi_Ouzou;ADSL;319,24;60,66;379,9;Modem;9
Tizi_Ouzou;ADSL;187 700,00; -   ;187 700,00;Recharge ADSL;9
Tizi_Ouzou;ADSL;22 396 724,01; -   ;22 396 724,01;recharge via agence;Agence
Tizi_Ouzou;ADSL;4 145 275,95; -   ;4 145 275,95;Recharge via Carte Credit& Application;ATPOST
Tizi_Ouzou;ADSL;4 124 156,15; -   ;4 124 156,15;recharge via eSpace Client;eSpace Client
Tizi_Ouzou;ADSL;17 587 894,95; -   ;17 587 894,95;Rechargement via espace Actel;ActelEspace
Tizi_Ouzou;ADSL;23 924 107,63;1 938,00;23 926 045,63;Ventes et recharges ADSL;9
Tizi_Ouzou;Divers;11 025,00;2 094,75;13 119,75;ventes accessoires;9
Tizi_Ouzou;DV;1 598 400,00; -   ;1 598 400,00;Divers;9
Tizi_Ouzou;FTTx;32 924,32;6 255,63;39 179,95;Modem;9
Tizi_Ouzou;FTTx;10 975,63;2 085,37;13 061,00;Prestation de services FTTX;9
Tizi_Ouzou;FTTx;1 920,00;364,8;2 284,80;Prestation de services FTTx;9
Tizi_Ouzou;FTTx;6 946 029,99; -   ;6 946 029,99;recharge via agence;Agence
Tizi_Ouzou;FTTx;1 546 444,24; -   ;1 546 444,24;Recharge via Carte Credit& Application;ATPOST
Tizi_Ouzou;FTTx;1 501 693,45; -   ;1 501 693,45;recharge via eSpace Client;eSpace Client
Tizi_Ouzou;FTTx;6 771 158,50; -   ;6 771 158,50;Rechargement via espace Actel;ActelEspace
Tizi_Ouzou;FTTx;207 125,00; -   ;207 125,00;Ventes et Recharges FTTX;9
Tizi_Ouzou;LTE;1 602,56;304,49;1 907,05;Modem;9
Tizi_Ouzou;LTE;9 647,00;1 833,01;11 480,01;Prestation de services LTE 4G;9
Tizi_Ouzou;LTE;1 454 555,00; -   ;1 454 555,00;Recharge via Carte Credit& Application;ATPOST
Tizi_Ouzou;LTE;928 977,50; -   ;928 977,50;recharge via eSpace Client;eSpace Client
Tizi_Ouzou;LTE;1 542 945,00; -   ;1 542 945,00;Rechargement via espace Actel;ActelEspace
Tizi_Ouzou;LTE;19 019 094,75; -   ;19 019 094,75;Recharges 4G;9
Tizi_Ouzou;LTE;2 216 042,95; -   ;2 216 042,95;Ventes et Recharges LTE 4G;9
Tizi_Ouzou;Modem;534,19;101,5;635,68;Divers;9
Tizi_Ouzou;Modem;33 224,74;6 312,71;39 537,45;Modem;9
Tizi_Ouzou;PSTN;24 549,92;4 664,58;29 214,50;Divers;9
Tizi_Ouzou;PSTN;180 632,05;34 320,46;214 952,50;Prestation de services PSTN;9
Tizi_Ouzou;VOIP;37 306,16;7 065,49;44 371,65;Prestation de services VOIP;9
Tlemcen;ADSL;2 709 875,00; -   ;2 709 875,00;Recharge ADSL;9
Tlemcen;ADSL;41 850 667,05; -   ;41 850 667,05;recharge via agence;Agence
Tlemcen;ADSL;5 928 826,47; -   ;5 928 826,47;Recharge via Carte Credit& Application;ATPOST
Tlemcen;ADSL;3 235 484,85; -   ;3 235 484,85;recharge via eSpace Client;eSpace Client
Tlemcen;ADSL;115,85; -   ;115,85;Rechargement et paiement factures via le canal PayShopDjeazy;PayShopDjeazy
Tlemcen;ADSL;798 342,45; -   ;798 342,45;Rechargement via espace Actel;ActelEspace
Tlemcen;ADSL;17 943 043,38;3 192,00;17 946 235,38;Ventes et recharges ADSL;9
Tlemcen;Divers;8 718,60;1 656,53;10 375,13;ventes accessoires;9
Tlemcen;DV;1 201 450,50; -   ;1 201 450,50;Divers;9
Tlemcen;FTTx;44 657,56;8 484,94;53 142,50;Modem;9
Tlemcen;FTTx;2 906,72;552,28;3 459,00;Prestation de services FTTX;9
Tlemcen;FTTx;2 100,00;399;2 499,00;Prestation de services FTTx;9
Tlemcen;FTTx;9 746 860,22; -   ;9 746 860,22;recharge via agence;Agence
Tlemcen;FTTx;1 243 081,22; -   ;1 243 081,22;Recharge via Carte Credit& Application;ATPOST
Tlemcen;FTTx;795 783,10; -   ;795 783,10;recharge via eSpace Client;eSpace Client
Tlemcen;FTTx;295 926,30; -   ;295 926,30;Rechargement via espace Actel;ActelEspace
Tlemcen;FTTx;45 135,00; -   ;45 135,00;Ventes et Recharges FTTX;9
Tlemcen;LTE;1 602,56;304,49;1 907,05;Modem;9
Tlemcen;LTE;4 921,36;935,09;5 856,45;Prestation de services LTE 4G;9
Tlemcen;LTE;1 256 092,50; -   ;1 256 092,50;Recharge via Carte Credit& Application;ATPOST
Tlemcen;LTE;631 287,50; -   ;631 287,50;recharge via eSpace Client;eSpace Client
Tlemcen;LTE;1 387 122,50; -   ;1 387 122,50;Rechargement via espace Actel;ActelEspace
Tlemcen;LTE;8 646 218,00; -   ;8 646 218,00;Recharges 4G;9
Tlemcen;LTE;1 334 118,10; -   ;1 334 118,10;Ventes et Recharges LTE 4G;9
Tlemcen;Modem;7 628,15;1 449,35;9 077,50;Modem;9
Tlemcen;PSTN;60 442,67;11 476,19;71 918,86;Divers;9
Tlemcen;PSTN;171 175,55;32 523,63;203 699,18;Prestation de services PSTN;9
Tlemcen;VOIP;23 975,32;4 555,38;28 530,70;Prestation de services VOIP;9
Touggourt;ADSL;25; -   ;25;Recharge ADSL;9
Touggourt;ADSL;4 403 627,20; -   ;4 403 627,20;recharge via agence;Agence
Touggourt;ADSL;1 966 419,08; -   ;1 966 419,08;Recharge via Carte Credit& Application;ATPOST
Touggourt;ADSL;474 414,30; -   ;474 414,30;recharge via eSpace Client;eSpace Client
Touggourt;ADSL;102 665,80; -   ;102 665,80;Rechargement via espace Actel;ActelEspace
Touggourt;ADSL;1 541 233,00;228;1 541 461,00;Ventes et recharges ADSL;9
Touggourt;Divers;800;152;952;ventes accessoires;9
Touggourt;DV;186 538,50; -   ;186 538,50;Divers;9
Touggourt;FTTx;957,14;181,86;1 139,00;Prestation de services FTTX;9
Touggourt;FTTx;1 754 323,85; -   ;1 754 323,85;recharge via agence;Agence
Touggourt;FTTx;771 272,47; -   ;771 272,47;Recharge via Carte Credit& Application;ATPOST
Touggourt;FTTx;193 253,75; -   ;193 253,75;recharge via eSpace Client;eSpace Client
Touggourt;FTTx;64 517,60; -   ;64 517,60;Rechargement via espace Actel;ActelEspace
Touggourt;FTTx;215; -   ;215;Ventes et Recharges FTTX;9
Touggourt;LTE;1 418,80;269,58;1 688,39;Prestation de services LTE 4G;9
Touggourt;LTE;1 066 132,50; -   ;1 066 132,50;Recharge via Carte Credit& Application;ATPOST
Touggourt;LTE;269 315,00; -   ;269 315,00;recharge via eSpace Client;eSpace Client
Touggourt;LTE;340 560,00; -   ;340 560,00;Rechargement via espace Actel;ActelEspace
Touggourt;LTE;1 333 538,50; -   ;1 333 538,50;Recharges 4G;9
Touggourt;LTE;445 946,10; -   ;445 946,10;Ventes et Recharges LTE 4G;9
Touggourt;Modem;13 126,05;2 493,95;15 620,00;Modem;9
Touggourt;PSTN;5 459,98;1 037,42;6 497,40;Divers;9
Touggourt;PSTN;23 187,58;4 405,65;27 593,23;Prestation de services PSTN;9
Touggourt;VOIP;6 840,71;1 299,74;8 140,45;Prestation de services VOIP;9
;ADSL;48 459,95; -   ;48 459,95;recharge via agence;Agence
;ADSL;213 488,29; -   ;213 488,29;Recharge via Carte Credit& Application;ATPOST
;ADSL;123 972,70; -   ;123 972,70;recharge via eSpace Client;eSpace Client
;ADSL;12 049,95; -   ;12 049,95;Rechargement via espace Actel;ActelEspace
;DV;490; -   ;490;Divers;9
;FTTx;925; -   ;925;recharge via agence;Agence
;FTTx;349 304,72; -   ;349 304,72;Recharge via Carte Credit& Application;ATPOST
;FTTx;242 318,15; -   ;242 318,15;recharge via eSpace Client;eSpace Client
;FTTx;120; -   ;120;Rechargement et paiement factures via le canal PayShopDjeazy;PayShopDjeazy
;FTTx;89 256,45; -   ;89 256,45;Rechargement via espace Actel;ActelEspace
;LTE;16 255,00; -   ;16 255,00;Recharge via Carte Credit& Application;ATPOST
;LTE;9 980,00; -   ;9 980,00;recharge via eSpace Client;eSpace Client
;LTE;14 885,00; -   ;14 885,00;Rechargement via espace Actel;ActelEspace
;LTE;355; -   ;355;Ventes et Recharges LTE 4G;9
;PSTN;110,71;21,04;131,75;Prestation de services PSTN;9
