DO;PRODUIT; HT ; TAX ; TTC ;TYPE_VENTE;CHANNEL
El_Bayadh;VOIP;4 281,92;813,58;5 095,50;Prestation de services VOIP;9
El_Oued;ADSL;7 901 062,50; -   ;7 901 062,50;Recharge ADSL;9
El_Oued;ADSL;12 197 461,20; -   ;12 197 461,20;recharge via agence;Agence
El_Oued;ADSL;4 044 798,99; -   ;4 044 798,99;Recharge via Carte Credit& Application;ATPOST
El_Oued;ADSL;1 148 618,25; -   ;1 148 618,25;recharge via eSpace Client;eSpace Client
El_Oued;ADSL;161 579,75; -   ;161 579,75;Rechargement via espace Actel;ActelEspace
El_Oued;ADSL;6 663 770,00;661,2;6 664 431,20;Ventes et recharges ADSL;9
El_Oued;Divers;975;185,25;1 160,25;ventes accessoires;9
El_Oued;DV;232 469,00; -   ;232 469,00;Divers;9
El_Oued;FTTx;1 116,81;212,19;1 329,00;Prestation de services FTTX;9
El_Oued;FTTx;2 400,00;456;2 856,00;Prestation de services FTTx;9
El_Oued;FTTx;3 685 645,60; -   ;3 685 645,60;recharge via agence;Agence
El_Oued;FTTx;1 246 826,50; -   ;1 246 826,50;Recharge via Carte Credit& Application;ATPOST
El_Oued;FTTx;338 539,30; -   ;338 539,30;recharge via eSpace Client;eSpace Client
El_Oued;FTTx;89 259,55; -   ;89 259,55;Rechargement via espace Actel;ActelEspace
El_Oued;FTTx;1 230,00; -   ;1 230,00;Ventes et Recharges FTTX;9
El_Oued;LTE;1 937,61;368,16;2 305,77;Prestation de services LTE 4G;9
El_Oued;LTE;905 145,00; -   ;905 145,00;Recharge via Carte Credit& Application;ATPOST
El_Oued;LTE;315 047,50; -   ;315 047,50;recharge via eSpace Client;eSpace Client
El_Oued;LTE;390 820,00; -   ;390 820,00;Rechargement via espace Actel;ActelEspace
El_Oued;LTE;8 322 230,00; -   ;8 322 230,00;Recharges 4G;9
El_Oued;LTE;538 280,90; -   ;538 280,90;Ventes et Recharges LTE 4G;9
El_Oued;Modem;15 617,64;2 967,36;18 585,00;Modem;9
El_Oued;PSTN;13 295,67;2 526,23;15 821,90;Divers;9
El_Oued;PSTN;271 089,71;51 507,80;322 597,50;Prestation de services PSTN;9
El_Oued;VOIP;14 345,56;2 725,69;17 071,25;Prestation de services VOIP;9
El_Tarf;ADSL;698 425,00; -   ;698 425,00;Recharge ADSL;9
El_Tarf;ADSL;10 838 168,88; -   ;10 838 168,88;recharge via agence;Agence
El_Tarf;ADSL;1 633 768,22; -   ;1 633 768,22;Recharge via Carte Credit& Application;ATPOST
El_Tarf;ADSL;571 587,50; -   ;571 587,50;recharge via eSpace Client;eSpace Client
El_Tarf;ADSL;69,3; -   ;69,3;Rechargement et paiement factures via le canal PayShopDjeazy;PayShopDjeazy
El_Tarf;ADSL;273 497,85; -   ;273 497,85;Rechargement via espace Actel;ActelEspace
El_Tarf;ADSL;4 915 342,13;228;4 915 570,13;Ventes et recharges ADSL;9
El_Tarf;CHARGEUR MODEM ADSL;84,03;15,97;100;Modem;9
El_Tarf;Divers;2 775,00;527,25;3 302,25;ventes accessoires;9
El_Tarf;DV;248 597,50; -   ;248 597,50;Divers;9
El_Tarf;FTTx;2 106,30;400,2;2 506,50;Prestation de services FTTX;9
El_Tarf;FTTx;600;114;714;Prestation de services FTTx;9
El_Tarf;FTTx;4 136 343,33; -   ;4 136 343,33;recharge via agence;Agence
El_Tarf;FTTx;722 637,41; -   ;722 637,41;Recharge via Carte Credit& Application;ATPOST
El_Tarf;FTTx;224 732,20; -   ;224 732,20;recharge via eSpace Client;eSpace Client
El_Tarf;FTTx;167 329,55; -   ;167 329,55;Rechargement via espace Actel;ActelEspace
El_Tarf;FTTx;1 245,00; -   ;1 245,00;Ventes et Recharges FTTX;9
El_Tarf;LTE;534,19;101,5;635,68;Modem;9
El_Tarf;LTE;1 747,01;330,32;2 077,33;Prestation de services LTE 4G;9
El_Tarf;LTE;683 360,00; -   ;683 360,00;Recharge via Carte Credit& Application;ATPOST
El_Tarf;LTE;186 917,50; -   ;186 917,50;recharge via eSpace Client;eSpace Client
El_Tarf;LTE;563 645,00; -   ;563 645,00;Rechargement via espace Actel;ActelEspace
El_Tarf;LTE;3 050 916,25; -   ;3 050 916,25;Recharges 4G;9
El_Tarf;LTE;759 537,95; -   ;759 537,95;Ventes et Recharges LTE 4G;9
El_Tarf;Modem;4 176,47;793,53;4 970,00;Modem;9
El_Tarf;PSTN;18 572,80;3 528,90;22 101,70;Divers;9
El_Tarf;PSTN;29 530,72;5 610,83;35 141,55;Prestation de services PSTN;9
El_Tarf;VOIP;4 808,31;913,59;5 721,90;Prestation de services VOIP;9
Ghardaia;ADSL;16 161 225,00; -   ;16 161 225,00;Recharge ADSL;9
Ghardaia;ADSL;8 646 977,55; -   ;8 646 977,55;recharge via agence;Agence
Ghardaia;ADSL;4 038 121,43; -   ;4 038 121,43;Recharge via Carte Credit& Application;ATPOST
Ghardaia;ADSL;1 104 918,70; -   ;1 104 918,70;recharge via eSpace Client;eSpace Client
Ghardaia;ADSL;459 152,10; -   ;459 152,10;Rechargement via espace Actel;ActelEspace
Ghardaia;ADSL;6 066 979,75;114;6 067 093,75;Ventes et recharges ADSL;9
Ghardaia;Divers;2 175,00;413,25;2 588,25;ventes accessoires;9
Ghardaia;DV;232 749,00; -   ;232 749,00;Divers;9
Ghardaia;FTTx;1 223,11;232,39;1 455,50;Prestation de services FTTX;9
Ghardaia;FTTx;1 200,00;228;1 428,00;Prestation de services FTTx;9
Ghardaia;FTTx;2 656 288,50; -   ;2 656 288,50;recharge via agence;Agence
Ghardaia;FTTx;1 068 403,40; -   ;1 068 403,40;Recharge via Carte Credit& Application;ATPOST
Ghardaia;FTTx;304 541,60; -   ;304 541,60;recharge via eSpace Client;eSpace Client
Ghardaia;FTTx;97 581,85; -   ;97 581,85;Rechargement via espace Actel;ActelEspace
Ghardaia;FTTx;500; -   ;500;Ventes et Recharges FTTX;9
Ghardaia;LTE;1 042,73;198,13;1 240,86;Prestation de services LTE 4G;9
Ghardaia;LTE;652 205,00; -   ;652 205,00;Recharge via Carte Credit& Application;ATPOST
Ghardaia;LTE;237 472,50; -   ;237 472,50;recharge via eSpace Client;eSpace Client
Ghardaia;LTE;406 297,50; -   ;406 297,50;Rechargement via espace Actel;ActelEspace
Ghardaia;LTE;8 601 731,63; -   ;8 601 731,63;Recharges 4G;9
Ghardaia;LTE;419 941,20; -   ;419 941,20;Ventes et Recharges LTE 4G;9
Ghardaia;Modem;10 739,49;2 040,51;12 780,00;Modem;9
Ghardaia;PSTN;8 707,12;1 646,24;10 353,36;Divers;9
Ghardaia;PSTN;133 177,72;25 304,13;158 481,85;Prestation de services PSTN;9
Ghardaia;VOIP;9 792,00;1 860,50;11 652,50;Prestation de services VOIP;9
Guelma;ADSL;1 549 687,50; -   ;1 549 687,50;Recharge ADSL;9
Guelma;ADSL;13 245 787,96; -   ;13 245 787,96;recharge via agence;Agence
Guelma;ADSL;3 001 991,83; -   ;3 001 991,83;Recharge via Carte Credit& Application;ATPOST
Guelma;ADSL;1 046 131,45; -   ;1 046 131,45;recharge via eSpace Client;eSpace Client
Guelma;ADSL;379 135,95; -   ;379 135,95;Rechargement via espace Actel;ActelEspace
Guelma;ADSL;5 004 525,63;114;5 004 639,63;Ventes et recharges ADSL;9
Guelma;Divers;2 925,00;555,75;3 480,75;ventes accessoires;9
Guelma;DV;258 855,00; -   ;258 855,00;Divers;9
Guelma;FTTx;7 601,89;1 444,36;9 046,25;Prestation de services FTTX;9
Guelma;FTTx;600;114;714;Prestation de services FTTx;9
Guelma;FTTx;3 909 449,41; -   ;3 909 449,41;recharge via agence;Agence
Guelma;FTTx;859 135,63; -   ;859 135,63;Recharge via Carte Credit& Application;ATPOST
Guelma;FTTx;370 745,30; -   ;370 745,30;recharge via eSpace Client;eSpace Client
Guelma;FTTx;163 509,30; -   ;163 509,30;Rechargement via espace Actel;ActelEspace
Guelma;FTTx;400; -   ;400;Ventes et Recharges FTTX;9
Guelma;LTE;534,19;101,5;635,68;Modem;9
Guelma;LTE;2 794,23;530,92;3 325,15;Prestation de services LTE 4G;9
Guelma;LTE;811 685,00; -   ;811 685,00;Recharge via Carte Credit& Application;ATPOST
Guelma;LTE;247 940,00; -   ;247 940,00;recharge via eSpace Client;eSpace Client
Guelma;LTE;327 010,00; -   ;327 010,00;Rechargement via espace Actel;ActelEspace
Guelma;LTE;3 905 162,50; -   ;3 905 162,50;Recharges 4G;9
Guelma;LTE;805 241,65; -   ;805 241,65;Ventes et Recharges LTE 4G;9
Guelma;Modem;6 668,07;1 266,93;7 935,00;Modem;9
Guelma;PSTN;19 394,22;3 684,98;23 079,20;Divers;9
Guelma;PSTN;102 974,83;19 565,47;122 540,30;Prestation de services PSTN;9
Guelma;VOIP;6 324,10;1 201,60;7 525,70;Prestation de services VOIP;9
IDOOM MARKET;ADSL;550; -   ;550;recharge via eSpace Client;eSpace Client
IDOOM MARKET;DV;68 205,00; -   ;68 205,00;Divers;9
IDOOM MARKET;E-BTQ;3 512,50; -   ;3 512,50;Frais de livraison;9
Illizi;ADSL;2 550 854,15; -   ;2 550 854,15;recharge via agence;Agence
Illizi;ADSL;545 293,93; -   ;545 293,93;Recharge via Carte Credit& Application;ATPOST
Illizi;ADSL;69 709,10; -   ;69 709,10;recharge via eSpace Client;eSpace Client
Illizi;ADSL;47 713,00; -   ;47 713,00;Rechargement via espace Actel;ActelEspace
Illizi;ADSL;293 973,00; -   ;293 973,00;Ventes et recharges ADSL;9
Illizi;Divers;450;85,5;535,5;ventes accessoires;9
Illizi;DV;42 536,00; -   ;42 536,00;Divers;9
Illizi;FTTx;763,02;144,98;908;Prestation de services FTTX;9
Illizi;FTTx;1 500,00;285;1 785,00;Prestation de services FTTx;9
Illizi;FTTx;1 373 933,30; -   ;1 373 933,30;recharge via agence;Agence
Illizi;FTTx;408 173,80; -   ;408 173,80;Recharge via Carte Credit& Application;ATPOST
Illizi;FTTx;61 896,20; -   ;61 896,20;recharge via eSpace Client;eSpace Client
Illizi;FTTx;43 607,70; -   ;43 607,70;Rechargement via espace Actel;ActelEspace
Illizi;FTTx;300; -   ;300;Ventes et Recharges FTTX;9
Illizi;LTE;775,85;147,42;923,27;Prestation de services LTE 4G;9
Illizi;LTE;1 387 185,00; -   ;1 387 185,00;Recharge via Carte Credit& Application;ATPOST
Illizi;LTE;225 322,50; -   ;225 322,50;recharge via eSpace Client;eSpace Client
Illizi;LTE;50; -   ;50;Rechargement et paiement factures via le canal PayShopDjeazy;PayShopDjeazy
Illizi;LTE;283 560,00; -   ;283 560,00;Rechargement via espace Actel;ActelEspace
Illizi;LTE;451 588,00; -   ;451 588,00;Recharges 4G;9
Illizi;LTE;372 964,85; -   ;372 964,85;Ventes et Recharges LTE 4G;9
Illizi;Modem;21 063,02;4 001,98;25 065,00;Modem;9
Illizi;PSTN;4 654,27;876,19;5 530,46;Divers;9
Illizi;PSTN;6 099,36;1 158,89;7 258,25;Prestation de services PSTN;9
Illizi;VOIP;12 693,69;2 403,67;15 097,36;Prestation de services VOIP;9
In Guezzam;ADSL;608 120,10; -   ;608 120,10;recharge via agence;Agence
In Guezzam;ADSL;101 895,25; -   ;101 895,25;Recharge via Carte Credit& Application;ATPOST
In Guezzam;ADSL;8 467,50; -   ;8 467,50;recharge via eSpace Client;eSpace Client
In Guezzam;ADSL;125; -   ;125;Rechargement et paiement factures via le canal PayShopDjeazy;PayShopDjeazy
In Guezzam;ADSL;7 781,80; -   ;7 781,80;Rechargement via espace Actel;ActelEspace
In Guezzam;ADSL;8 275,00;114;8 389,00;Ventes et recharges ADSL;9
In Guezzam;DV;76 064,50; -   ;76 064,50;Divers;9
In Guezzam;FTTx;57 132,55; -   ;57 132,55;recharge via agence;Agence
In Guezzam;FTTx;18 225,25; -   ;18 225,25;Recharge via Carte Credit& Application;ATPOST
In Guezzam;FTTx;2 787,50; -   ;2 787,50;recharge via eSpace Client;eSpace Client
In Guezzam;FTTx;476,5; -   ;476,5;Rechargement via espace Actel;ActelEspace
In Guezzam;FTTx;100; -   ;100;Ventes et Recharges FTTX;9
In Guezzam;LTE;76,92;14,62;91,54;Prestation de services LTE 4G;9
In Guezzam;LTE;161 650,00; -   ;161 650,00;Recharge via Carte Credit& Application;ATPOST
In Guezzam;LTE;15 887,50; -   ;15 887,50;recharge via eSpace Client;eSpace Client
In Guezzam;LTE;40 720,00; -   ;40 720,00;Rechargement via espace Actel;ActelEspace
In Guezzam;LTE;12 555,00; -   ;12 555,00;Recharges 4G;9
In Guezzam;LTE;79 959,90; -   ;79 959,90;Ventes et Recharges LTE 4G;9
In Guezzam;Modem;1 193,28;226,72;1 420,00;Modem;9
In Guezzam;PSTN;1 038,57;197,33;1 235,90;Divers;9
In Guezzam;PSTN;2 553,78;485,22;3 039,00;Prestation de services PSTN;9
In Salah;ADSL;1 781 136,35; -   ;1 781 136,35;recharge via agence;Agence
In Salah;ADSL;654 525,33; -   ;654 525,33;Recharge via Carte Credit& Application;ATPOST
In Salah;ADSL;76 804,10; -   ;76 804,10;recharge via eSpace Client;eSpace Client
In Salah;ADSL;55 230,50; -   ;55 230,50;Rechargement via espace Actel;ActelEspace
In Salah;ADSL;232 440,00;114;232 554,00;Ventes et recharges ADSL;9
In Salah;DV;67 345,00; -   ;67 345,00;Divers;9
In Salah;FTTx;210,08;39,92;250;Prestation de services FTTX;9
In Salah;FTTx;600;114;714;Prestation de services FTTx;9
In Salah;FTTx;550 845,40; -   ;550 845,40;recharge via agence;Agence
In Salah;FTTx;247 746,30; -   ;247 746,30;Recharge via Carte Credit& Application;ATPOST
In Salah;FTTx;31 543,95; -   ;31 543,95;recharge via eSpace Client;eSpace Client
In Salah;FTTx;26 790,40; -   ;26 790,40;Rechargement via espace Actel;ActelEspace
In Salah;LTE;178,85;33,98;212,83;Prestation de services LTE 4G;9
In Salah;LTE;375 365,00; -   ;375 365,00;Recharge via Carte Credit& Application;ATPOST
In Salah;LTE;62 820,00; -   ;62 820,00;recharge via eSpace Client;eSpace Client
In Salah;LTE;135 110,00; -   ;135 110,00;Rechargement via espace Actel;ActelEspace
In Salah;LTE;142 680,00; -   ;142 680,00;Recharges 4G;9
In Salah;LTE;145 488,55; -   ;145 488,55;Ventes et Recharges LTE 4G;9
In Salah;Modem;12 779,41;2 428,09;15 207,50;Modem;9
In Salah;PSTN;2 409,99;449,76;2 859,76;Divers;9
In Salah;PSTN;3 363,86;639,14;4 003,00;Prestation de services PSTN;9
In Salah;VOIP;6 171,43;1 172,57;7 344,00;Prestation de services VOIP;9
Jijel;ADSL;15 089 287,50; -   ;15 089 287,50;Recharge ADSL;9
Jijel;ADSL;14 307 943,29; -   ;14 307 943,29;recharge via agence;Agence
Jijel;ADSL;4 652 083,86; -   ;4 652 083,86;Recharge via Carte Credit& Application;ATPOST
Jijel;ADSL;1 657 742,50; -   ;1 657 742,50;recharge via eSpace Client;eSpace Client
Jijel;ADSL;25; -   ;25;Rechargement et paiement factures via le canal PayShopDjeazy;PayShopDjeazy
Jijel;ADSL;548 472,25; -   ;548 472,25;Rechargement via espace Actel;ActelEspace
Jijel;ADSL;16 857 754,50;342;16 858 096,50;Ventes et recharges ADSL;9
Jijel;Divers;3 325,00;631,75;3 956,75;ventes accessoires;9
Jijel;DV;618 087,00; -   ;618 087,00;Divers;9
Jijel;FTTx;735,71;139,79;875,5;Prestation de services FTTX;9
Jijel;FTTx;300;57;357;Prestation de services FTTx;9
Jijel;FTTx;3 694 376,82; -   ;3 694 376,82;recharge via agence;Agence
Jijel;FTTx;1 400 435,84; -   ;1 400 435,84;Recharge via Carte Credit& Application;ATPOST
Jijel;FTTx;535 698,75; -   ;535 698,75;recharge via eSpace Client;eSpace Client
Jijel;FTTx;176 119,45; -   ;176 119,45;Rechargement via espace Actel;ActelEspace
Jijel;FTTx;1 745,00; -   ;1 745,00;Ventes et Recharges FTTX;9
Jijel;LTE;3 205,13;608,97;3 814,10;Modem;9
Jijel;LTE;4 107,48;780,45;4 887,93;Prestation de services LTE 4G;9
Jijel;LTE;1 455 280,00; -   ;1 455 280,00;Recharge via Carte Credit& Application;ATPOST
Jijel;LTE;413 547,50; -   ;413 547,50;recharge via eSpace Client;eSpace Client
Jijel;LTE;493 682,50; -   ;493 682,50;Rechargement via espace Actel;ActelEspace
Jijel;LTE;11 328 371,50; -   ;11 328 371,50;Recharges 4G;9
Jijel;LTE;894 420,73; -   ;894 420,73;Ventes et Recharges LTE 4G;9
Jijel;Modem;2 684,87;510,13;3 195,00;Modem;9
Jijel;PSTN;23 727,07;4 504,43;28 231,50;Divers;9
Jijel;PSTN;136 425,87;25 921,23;162 347,10;Prestation de services PSTN;9
Jijel;VOIP;7 240,65;1 375,75;8 616,40;Prestation de services VOIP;9
Khenchela;ADSL;1 311 150,00; -   ;1 311 150,00;Recharge ADSL;9
Khenchela;ADSL;11 725 585,65; -   ;11 725 585,65;recharge via agence;Agence
Khenchela;ADSL;2 483 923,94; -   ;2 483 923,94;Recharge via Carte Credit& Application;ATPOST
Khenchela;ADSL;716 627,95; -   ;716 627,95;recharge via eSpace Client;eSpace Client
Khenchela;ADSL;166 742,35; -   ;166 742,35;Rechargement via espace Actel;ActelEspace
Khenchela;ADSL;6 437 112,25;627;6 437 739,25;Ventes et recharges ADSL;9
Khenchela;Divers;3 025,00;574,75;3 599,75;ventes accessoires;9
Khenchela;DV;370 476,50; -   ;370 476,50;Divers;9
Khenchela;FTTx;1 050,63;199,62;1 250,25;Prestation de services FTTX;9
Khenchela;FTTx;1 500,00;285;1 785,00;Prestation de services FTTx;9
Khenchela;FTTx;3 345 457,50; -   ;3 345 457,50;recharge via agence;Agence
Khenchela;FTTx;725 920,82; -   ;725 920,82;Recharge via Carte Credit& Application;ATPOST
Khenchela;FTTx;225 471,70; -   ;225 471,70;recharge via eSpace Client;eSpace Client
Khenchela;FTTx;52 329,65; -   ;52 329,65;Rechargement via espace Actel;ActelEspace
Khenchela;FTTx;315; -   ;315;Ventes et Recharges FTTX;9
Khenchela;LTE;2 261,96;429,79;2 691,75;Prestation de services LTE 4G;9
Khenchela;LTE;640 120,00; -   ;640 120,00;Recharge via Carte Credit& Application;ATPOST
Khenchela;LTE;206 010,00; -   ;206 010,00;recharge via eSpace Client;eSpace Client
Khenchela;LTE;348 700,00; -   ;348 700,00;Rechargement via espace Actel;ActelEspace
Khenchela;LTE;4 844 269,50; -   ;4 844 269,50;Recharges 4G;9
Khenchela;LTE;750 554,80; -   ;750 554,80;Ventes et Recharges LTE 4G;9
Khenchela;Modem;7 966,38;1 513,62;9 480,00;Modem;9
Khenchela;PSTN;18 759,94;3 564,46;22 324,40;Divers;9
Khenchela;PSTN;141 117,60;26 812,73;167 930,33;Prestation de services PSTN;9
Khenchela;VOIP;10 007,52;1 901,46;11 908,98;Prestation de services VOIP;9
Laghouat;ADSL;27 415 712,50; -   ;27 415 712,50;Recharge ADSL;9
Laghouat;ADSL;13 863 854,95; -   ;13 863 854,95;recharge via agence;Agence
Laghouat;ADSL;3 495 223,95; -   ;3 495 223,95;Recharge via Carte Credit& Application;ATPOST
Laghouat;ADSL;1 199 248,65; -   ;1 199 248,65;recharge via eSpace Client;eSpace Client
Laghouat;ADSL;25; -   ;25;Rechargement et paiement factures via le canal PayShopDjeazy;PayShopDjeazy
Laghouat;ADSL;157 935,25; -   ;157 935,25;Rechargement via espace Actel;ActelEspace
Laghouat;ADSL;3 219 786,75;228;3 220 014,75;Ventes et recharges ADSL;9
Laghouat;Divers;1 300,00;247;1 547,00;ventes accessoires;9
Laghouat;DV;293 895,50; -   ;293 895,50;Divers;9
Laghouat;FTTx;30 836,13;5 858,87;36 695,00;Modem;9
Laghouat;FTTx;5 386,97;1 023,53;6 410,50;Prestation de services FTTX;9
Laghouat;FTTx;600;114;714;Prestation de services FTTx;9
Laghouat;FTTx;9 163 920,65; -   ;9 163 920,65;recharge via agence;Agence
Laghouat;FTTx;2 373 964,57; -   ;2 373 964,57;Recharge via Carte Credit& Application;ATPOST
Laghouat;FTTx;832 618,35; -   ;832 618,35;recharge via eSpace Client;eSpace Client
Laghouat;FTTx;105,95; -   ;105,95;Rechargement et paiement factures via le canal PayShopDjeazy;PayShopDjeazy
Laghouat;FTTx;167 122,55; -   ;167 122,55;Rechargement via espace Actel;ActelEspace
Laghouat;FTTx;21 064,90; -   ;21 064,90;Ventes et Recharges FTTX;9
Laghouat;LTE;534,19;101,5;635,68;Modem;9
Laghouat;LTE;546,37;103,81;650,18;Prestation de services LTE 4G;9
Laghouat;LTE;932 657,50; -   ;932 657,50;Recharge via Carte Credit& Application;ATPOST
Laghouat;LTE;271 195,00; -   ;271 195,00;recharge via eSpace Client;eSpace Client
Laghouat;LTE;215 435,00; -   ;215 435,00;Rechargement via espace Actel;ActelEspace
Laghouat;LTE;12 718 536,00; -   ;12 718 536,00;Recharges 4G;9
Laghouat;LTE;637 052,35; -   ;637 052,35;Ventes et Recharges LTE 4G;9
Laghouat;Modem;596,64;113,36;710;Modem;9
Laghouat;PSTN;23 422,78;4 450,42;27 873,20;Divers;9
Laghouat;PSTN;96 094,12;18 258,08;114 352,20;Prestation de services PSTN;9
Laghouat;VOIP;23 178,72;4 404,03;27 582,75;Prestation de services VOIP;9
Mascara;ADSL;1 275 875,00; -   ;1 275 875,00;Recharge ADSL;9
Mascara;ADSL;18 124 176,57; -   ;18 124 176,57;recharge via agence;Agence
Mascara;ADSL;2 609 176,28; -   ;2 609 176,28;Recharge via Carte Credit& Application;ATPOST
Mascara;ADSL;1 174 684,80; -   ;1 174 684,80;recharge via eSpace Client;eSpace Client
Mascara;ADSL;817 320,00; -   ;817 320,00;Rechargement via espace Actel;ActelEspace
Mascara;ADSL;6 357 711,25;1 881,00;6 359 592,25;Ventes et recharges ADSL;9
Mascara;Divers;750;142,5;892,5;ventes accessoires;9
Mascara;DV;469 560,50; -   ;469 560,50;Divers;9
Mascara;FTTx;15 941,17;3 028,83;18 970,00;Modem;9
Mascara;FTTx;3 971,43;754,57;4 726,00;Prestation de services FTTX;9
Mascara;FTTx;3 625 259,13; -   ;3 625 259,13;recharge via agence;Agence
Mascara;FTTx;609 549,62; -   ;609 549,62;Recharge via Carte Credit& Application;ATPOST
Mascara;FTTx;284 321,40; -   ;284 321,40;recharge via eSpace Client;eSpace Client
Mascara;FTTx;188 579,20; -   ;188 579,20;Rechargement via espace Actel;ActelEspace
Mascara;FTTx;25 030,00; -   ;25 030,00;Ventes et Recharges FTTX;9
Mascara;LTE;1 068,38;202,99;1 271,37;Modem;9
Mascara;LTE;4 756,62;903,78;5 660,40;Prestation de services LTE 4G;9
Mascara;LTE;906 400,00; -   ;906 400,00;Recharge via Carte Credit& Application;ATPOST
Mascara;LTE;254 315,00; -   ;254 315,00;recharge via eSpace Client;eSpace Client
Mascara;LTE;473 277,50; -   ;473 277,50;Rechargement via espace Actel;ActelEspace
Mascara;LTE;5 419 333,63; -   ;5 419 333,63;Recharges 4G;9
Mascara;LTE;971 207,45; -   ;971 207,45;Ventes et Recharges LTE 4G;9
Mascara;Modem;1 789,92;340,08;2 130,00;Modem;9
Mascara;PSTN;27 452,77;5 216,13;32 668,90;Divers;9
Mascara;PSTN;60 058,36;11 411,16;71 469,53;Prestation de services PSTN;9
Mascara;VOIP;10 513,38;1 997,57;12 510,95;Prestation de services VOIP;9
Medea;ADSL;104 500,00; -   ;104 500,00;Recharge ADSL;9
Medea;ADSL;17 199 000,73; -   ;17 199 000,73;recharge via agence;Agence
Medea;ADSL;3 528 188,92; -   ;3 528 188,92;Recharge via Carte Credit& Application;ATPOST
Medea;ADSL;1 479 367,80; -   ;1 479 367,80;recharge via eSpace Client;eSpace Client
Medea;ADSL;76,75; -   ;76,75;Rechargement et paiement factures via le canal PayShopDjeazy;PayShopDjeazy
Medea;ADSL;823 290,80; -   ;823 290,80;Rechargement via espace Actel;ActelEspace
Medea;ADSL;16 681 427,50;1 140,00;16 682 567,50;Ventes et recharges ADSL;9
Medea;Divers;650;123,5;773,5;ventes accessoires;9
Medea;DV;427 052,50; -   ;427 052,50;Divers;9
Medea;FTTx;22 500,00;4 275,00;26 775,00;Modem;9
Medea;FTTx;2 984,03;566,97;3 551,00;Prestation de services FTTX;9
Medea;FTTx;4 128 145,63; -   ;4 128 145,63;recharge via agence;Agence
Medea;FTTx;905 594,57; -   ;905 594,57;Recharge via Carte Credit& Application;ATPOST
Medea;FTTx;387 625,15; -   ;387 625,15;recharge via eSpace Client;eSpace Client
Medea;FTTx;435 124,40; -   ;435 124,40;Rechargement via espace Actel;ActelEspace
Medea;FTTx;26 250,00; -   ;26 250,00;Ventes et Recharges FTTX;9
Medea;LTE;534,19;101,5;635,68;Modem;9
Medea;LTE;1 520,08;288,83;1 808,91;Prestation de services LTE 4G;9
Medea;LTE;1 168 507,50; -   ;1 168 507,50;Recharge via Carte Credit& Application;ATPOST
Medea;LTE;404 090,00; -   ;404 090,00;recharge via eSpace Client;eSpace Client
Medea;LTE;1 152 157,50; -   ;1 152 157,50;Rechargement via espace Actel;ActelEspace
Medea;LTE;2 588 795,63; -   ;2 588 795,63;Recharges 4G;9
Medea;LTE;803 875,70; -   ;803 875,70;Ventes et Recharges LTE 4G;9
Medea;Modem;11 088,23;2 106,77;13 195,00;Modem;9
Medea;PSTN;19 195,65;3 645,35;22 841,00;Divers;9
Medea;PSTN;122 040,50;23 188,00;145 228,50;Prestation de services PSTN;9
Medea;VOIP;36 771,82;6 986,78;43 758,60;Prestation de services VOIP;9
Mila;ADSL;5 406 937,50; -   ;5 406 937,50;Recharge ADSL;9
Mila;ADSL;14 130 974,40; -   ;14 130 974,40;recharge via agence;Agence
Mila;ADSL;3 796 709,66; -   ;3 796 709,66;Recharge via Carte Credit& Application;ATPOST
Mila;ADSL;1 187 554,95; -   ;1 187 554,95;recharge via eSpace Client;eSpace Client
Mila;ADSL;25; -   ;25;Rechargement et paiement factures via le canal PayShopDjeazy;PayShopDjeazy
Mila;ADSL;481 600,95; -   ;481 600,95;Rechargement via espace Actel;ActelEspace
Mila;ADSL;8 266 326,63;114;8 266 440,63;Ventes et recharges ADSL;9
Mila;Divers;3 175,00;603,25;3 778,25;ventes accessoires;9
Mila;DV;395 890,50; -   ;395 890,50;Divers;9
Mila;FTTx;5 691,81;1 081,44;6 773,25;Prestation de services FTTX;9
Mila;FTTx;5 623 683,95; -   ;5 623 683,95;recharge via agence;Agence
Mila;FTTx;1 503 862,55; -   ;1 503 862,55;Recharge via Carte Credit& Application;ATPOST
Mila;FTTx;529 711,55; -   ;529 711,55;recharge via eSpace Client;eSpace Client
Mila;FTTx;309 796,95; -   ;309 796,95;Rechargement via espace Actel;ActelEspace
Mila;FTTx;1 645,00; -   ;1 645,00;Ventes et Recharges FTTX;9
Mila;LTE;3 322,86;631,37;3 954,23;Prestation de services LTE 4G;9
Mila;LTE;1 082 160,00; -   ;1 082 160,00;Recharge via Carte Credit& Application;ATPOST
Mila;LTE;302 517,50; -   ;302 517,50;recharge via eSpace Client;eSpace Client
Mila;LTE;394 240,00; -   ;394 240,00;Rechargement via espace Actel;ActelEspace
Mila;LTE;4 644 380,75; -   ;4 644 380,75;Recharges 4G;9
Mila;LTE;726 765,70; -   ;726 765,70;Ventes et Recharges LTE 4G;9
Mila;Modem;5 323,53;1 011,47;6 335,00;Modem;9
Mila;PSTN;26 197,06;4 977,54;31 174,60;Divers;9
Mila;PSTN;113 770,68;21 616,72;135 387,40;Prestation de services PSTN;9
Mila;VOIP;7 835,69;1 488,81;9 324,50;Prestation de services VOIP;9
Mostaganem;ADSL;85 500,00; -   ;85 500,00;Recharge ADSL;9
Mostaganem;ADSL;16 957 881,09; -   ;16 957 881,09;recharge via agence;Agence
